ID;Date;global_id;AdmArea;District;Longitude_WGS84;Latitude_WGS84;Location;Results;ID_en;Date_en;AdmArea_en;District_en;Longitude_WGS84_en;Latitude_WGS84_en;Location_en;Results_en;geodata_center;geoarea
Код;Дата выезда;global_id;Административный округ;Район;Долгота в WGS-84;Широта в WGS-84;Описание местоположения контрольной точки;Результаты выезда;ID_en;Date_en;AdmArea_en;District_en;Longitude_WGS84_en;Latitude_WGS84_en;Location_en;Results_en;geodata_center;geoarea
4895;31.07.2020;1047763465;Юго-Западный административный округ;район Южное Бутово;37.556559;55.549210;Скобелевская улица, дом 5, корпус 1;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов;;;;;;;;;"{""coordinates"":[37.556559,55.54921],""type"":""Point""}";
4896;02.07.2020;1047763466;Центральный административный округ;Басманный район;37.662425;55.762789;улица Казакова, дом 8, строение 6;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов;;;;;;;;;"{""coordinates"":[37.662425,55.762789],""type"":""Point""}";
4897;02.07.2020;1047763467;Центральный административный округ;район Замоскворечье;37.637416;55.736341;Большой Татарский переулок, дом 4, строение 1;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов;;;;;;;;;"{""coordinates"":[37.637416,55.736341],""type"":""Point""}";
4898;02.07.2020;1047763468;Центральный административный округ;Тверской район;37.602112;55.769205;Старопименовский переулок, дом 10;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов;;;;;;;;;"{""coordinates"":[37.602112,55.769205],""type"":""Point""}";
4899;06.07.2020;1047763469;Юго-Восточный административный округ;район Некрасовка;37.915732;55.704610;Рождественская улица, дом 19, корпус 2;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов;;;;;;;;;"{""coordinates"":[37.915732,55.70461],""type"":""Point""}";
4900;11.07.2020;1047763470;Юго-Восточный административный округ;район Некрасовка;37.938711;55.699030;Покровская улица, дом 12;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов;;;;;;;;;"{""coordinates"":[37.938711,55.69903],""type"":""Point""}";
4901;11.07.2020;1047763471;Юго-Восточный административный округ;район Люблино;37.794379;55.672331;улица Марьинский Парк, дом 45;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов;;;;;;;;;"{""coordinates"":[37.794379,55.672331],""type"":""Point""}";
4902;11.07.2020;1047763472;Юго-Восточный административный округ;район Марьино;37.712452;55.654477;Подольская улица, дом 1;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов;;;;;;;;;"{""coordinates"":[37.712452,55.654477],""type"":""Point""}";
4903;16.07.2020;1047763473;Центральный административный округ;Таганский район;37.662641;55.743715;улица Александра Солженицына, дом 24;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов;;;;;;;;;"{""coordinates"":[37.662641,55.743715],""type"":""Point""}";
4904;16.07.2020;1047763475;Центральный административный округ;Пресненский район;37.521947;55.751361;Шелепихинская набережная, дом 8, строение 1;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов;;;;;;;;;"{""coordinates"":[37.521947,55.751361],""type"":""Point""}";
4905;17.07.2020;1047763476;Центральный административный округ;Мещанский район;37.625163;55.792265;улица Сущёвский Вал, дом 62;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов;;;;;;;;;"{""coordinates"":[37.625163,55.792265],""type"":""Point""}";
4906;17.07.2020;1047763477;Центральный административный округ;Таганский район;37.664069;55.751903;Наставнический переулок, дом 3;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов;;;;;;;;;"{""coordinates"":[37.664069,55.751903],""type"":""Point""}";
4907;17.07.2020;1047763478;Юго-Восточный административный округ;район Печатники;37.720376;55.694819;улица Гурьянова, дом 2, корпус 3;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов;;;;;;;;;"{""coordinates"":[37.720376,55.694819],""type"":""Point""}";
4908;20.07.2020;1047763479;Юго-Восточный административный округ;район Некрасовка;37.915732;55.704610;Рождественская улица, дом 19, корпус 2;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов;;;;;;;;;"{""coordinates"":[37.915732,55.70461],""type"":""Point""}";
4909;28.07.2020;1047763480;Юго-Восточный административный округ;район Некрасовка;37.927779;55.686284;2-я Вольская улица, дом 26;По отдельным веществам в атмосферном воздухе выявлены повышенные максимальные разовые концентрации загрязняющих веществ, обусловленные неблагоприятными метеорологическими условиями для рассеивания;;;;;;;;;"{""coordinates"":[37.927779,55.686284],""type"":""Point""}";
4910;23.07.2020;1047763481;Северо-Восточный административный округ;район Отрадное;37.610961;55.879046;Юрловский проезд, дом 14, корпус 4;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов;;;;;;;;;"{""coordinates"":[37.610961,55.879046],""type"":""Point""}";
4911;23.07.2020;1047763482;Северо-Восточный административный округ;район Лианозово;37.570671;55.891835;Илимская улица, дом 2;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов;;;;;;;;;"{""coordinates"":[37.570671,55.891835],""type"":""Point""}";
4912;23.07.2020;1047763483;Северо-Восточный административный округ;Бутырский район;37.582421;55.815726;улица Яблочкова, дом 6А;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов;;;;;;;;;"{""coordinates"":[37.582421,55.815726],""type"":""Point""}";
4913;23.07.2020;1047763484;Северо-Восточный административный округ;Бутырский район;37.595348;55.817355;Огородный проезд, дом 23;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов;;;;;;;;;"{""coordinates"":[37.595348,55.817355],""type"":""Point""}";
4914;24.07.2020;1047763485;Северо-Восточный административный округ;Останкинский район;37.622729;55.813273;Звёздный бульвар, дом 42, корпус 1;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов;;;;;;;;;"{""coordinates"":[37.622729,55.813273],""type"":""Point""}";
4915;24.07.2020;1047763486;Северо-Восточный административный округ;Лосиноостровский район;37.678999;55.867273;улица Менжинского, дом 10;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов;;;;;;;;;"{""coordinates"":[37.678999,55.867273],""type"":""Point""}";
4916;25.07.2020;1047763487;Северо-Восточный административный округ;район Отрадное;37.608212;55.853178;Берёзовая аллея, дом 3;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов;;;;;;;;;"{""coordinates"":[37.608212,55.853178],""type"":""Point""}";
4917;26.07.2020;1047763488;Северо-Восточный административный округ;район Свиблово;37.662201;55.852597;Уржумская улица, дом 3, корпус 1;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов;;;;;;;;;"{""coordinates"":[37.662201,55.852597],""type"":""Point""}";
4918;26.07.2020;1047763490;Северо-Восточный административный округ;район Ростокино;37.660422;55.840356;проспект Мира, дом 185, корпус 2;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов;;;;;;;;;"{""coordinates"":[37.660422,55.840356],""type"":""Point""}";
4919;27.07.2020;1047763491;Северо-Восточный административный округ;район Свиблово;37.664060;55.853228;Уржумская улица, дом 5, корпус 1;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов;;;;;;;;;"{""coordinates"":[37.66406,55.853228],""type"":""Point""}";
4920;27.07.2020;1047763492;Северо-Восточный административный округ;район Северный;37.557763;55.939832;1-я Северная линия, дом 25;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов;;;;;;;;;"{""coordinates"":[37.557763,55.939832],""type"":""Point""}";
4921;28.07.2020;1047763494;Зеленоградский административный округ;район Савёлки;37.236058;55.985282;Зеленоград, корпус 706;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов;;;;;;;;;"{""coordinates"":[37.236058,55.985282],""type"":""Point""}";
4922;29.07.2020;1047763495;Юго-Восточный административный округ;район Выхино-Жулебино;37.844900;55.698553;Жулебинский бульвар, дом 5;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов;;;;;;;;;"{""coordinates"":[37.8449,55.698553],""type"":""Point""}";
4923;25.07.2020;1047763496;Центральный административный округ;Басманный район;37.698825;55.775479;Рубцовская набережная, дом 4, корпус 2;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов;;;;;;;;;"{""coordinates"":[37.698825,55.775479],""type"":""Point""}";
4924;25.07.2020;1047763497;Центральный административный округ;Пресненский район;37.551223;55.758564;Шмитовский проезд, дом 14;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов;;;;;;;;;"{""coordinates"":[37.551223,55.758564],""type"":""Point""}";
4927;31.07.2020;1047763498;Юго-Восточный административный округ;район Капотня;37.790273;55.641686;1-й квартал Капотни, дом 3;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов;;;;;;;;;"{""coordinates"":[37.790273,55.641686],""type"":""Point""}";
4929;27.07.2020;1047763499;Северо-Западный административный округ;район Хорошёво-Мнёвники;37.479708;55.781585;улица Народного Ополчения, дом 29, корпус 1;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов;;;;;;;;;"{""coordinates"":[37.479708,55.781585],""type"":""Point""}";
4930;27.07.2020;1047763501;Северо-Западный административный округ;район Южное Тушино;37.453199;55.846234;улица Свободы, дом 45, строение 1;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов;;;;;;;;;"{""coordinates"":[37.453199,55.846234],""type"":""Point""}";
4931;29.07.2020;1047763502;Северо-Западный административный округ;район Южное Тушино;37.453199;55.846234;улица Свободы, дом 45, строение 1;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов;;;;;;;;;"{""coordinates"":[37.453199,55.846234],""type"":""Point""}";
4932;29.07.2020;1047763503;Северо-Западный административный округ;район Хорошёво-Мнёвники;37.479708;55.781585;улица Народного Ополчения, дом 29, корпус 1;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов;;;;;;;;;"{""coordinates"":[37.479708,55.781585],""type"":""Point""}";
4933;14.07.2020;1047763505;Северный административный округ;район Западное Дегунино;37.506999;55.877410;Базовская улица, дом 15, корпус 9;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов;;;;;;;;;"{""coordinates"":[37.506999,55.87741],""type"":""Point""}";
4934;18.07.2020;1047763506;Северный административный округ;район Беговой;37.557556;55.788454;Ленинградский проспект, дом 33А;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов;;;;;;;;;"{""coordinates"":[37.557556,55.788454],""type"":""Point""}";
4935;18.07.2020;1047763508;Северный административный округ;район Аэропорт;37.518937;55.805862;Ленинградский проспект, дом 74, корпус 4;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов;;;;;;;;;"{""coordinates"":[37.518937,55.805862],""type"":""Point""}";
4936;22.07.2020;1047763509;Северный административный округ;Молжаниновский район;37.346066;55.949511;Синявинская улица, дом 11, корпус 1;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов;;;;;;;;;"{""coordinates"":[37.346066,55.949511],""type"":""Point""}";
4937;19.07.2020;1047763510;Северо-Западный административный округ;район Митино;37.352336;55.855825;Митинская улица, дом 57;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов;;;;;;;;;"{""coordinates"":[37.352336,55.855825],""type"":""Point""}";
4938;31.07.2020;1047763511;Северо-Западный административный округ;район Хорошёво-Мнёвники;37.508984;55.762789;Шелепихинская набережная, дом 34, корпус 2;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов;;;;;;;;;"{""coordinates"":[37.508984,55.762789],""type"":""Point""}";
4939;10.07.2020;1047763513;Северный административный округ;Молжаниновский район;37.346066;55.949511;Синявинская улица, дом 11, корпус 1;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов;;;;;;;;;"{""coordinates"":[37.346066,55.949511],""type"":""Point""}";
4940;29.07.2020;1047763514;Западный административный округ;район Филёвский Парк;37.502292;55.749674;улица Большая Филевская, дом 16;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов;;;;;;;;;"{""coordinates"":[37.502292,55.749674],""type"":""Point""}";
4941;29.07.2020;1047763515;Западный административный округ;Можайский район;37.408103;55.71372;Витебская улица, дом 6;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов;;;;;;;;;"{""coordinates"":[37.408103,55.71372],""type"":""Point""}";
4925;01.08.2020;1058872803;Центральный административный округ;Басманный район;37.698825;55.775479;Рубцовская набережная, дом 4, корпус 2;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов;;;;;;;;;"{""coordinates"":[37.698825,55.775479],""type"":""Point""}";
4926;01.08.2020;1058872805;Центральный административный округ;Пресненский район;37.551223;55.758564;Шмитовский проезд, дом 14;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов;;;;;;;;;"{""coordinates"":[37.551223,55.758564],""type"":""Point""}";
4928;01.08.2020;1058872807;Центральный административный округ;Басманный район;37.704718;55.777267;Семёновская набережная, дом 2/1, строение 1;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов;;;;;;;;;"{""coordinates"":[37.704718,55.777267],""type"":""Point""}";
4942;05.08.2020;1058872808;Восточный административный округ;район Вешняки;37.817735;55.718304;улица Красный Казанец, дом 19, корпус 1;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов;;;;;;;;;"{""coordinates"":[37.817735,55.718304],""type"":""Point""}";
4943;05.08.2020;1058872810;Восточный административный округ;район Новокосино;37.846760;55.736650;Суздальская улица, дом 10, корпус 1;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов;;;;;;;;;"{""coordinates"":[37.84676,55.73665],""type"":""Point""}";
4944;05.08.2020;1058872812;Восточный административный округ;район Перово;37.801763;55.759588;улица Металлургов, дом 48, корпус 3;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов;;;;;;;;;"{""coordinates"":[37.801763,55.759588],""type"":""Point""}";
4945;07.08.2020;1058872814;Восточный административный округ;район Вешняки;37.812049;55.726862;улица Молдагуловой, дом 8, корпус 1;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов;;;;;;;;;"{""coordinates"":[37.812049,55.726862],""type"":""Point""}";
4946;07.08.2020;1058872815;Восточный административный округ;район Новогиреево;37.799275;55.742549;Перовская улица, дом 66, корпус 1;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов;;;;;;;;;"{""coordinates"":[37.799275,55.742549],""type"":""Point""}";
4947;07.08.2020;1058872817;Восточный административный округ;район Ивановское;37.830446;55.756574;Напольный проезд, дом 18;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов;;;;;;;;;"{""coordinates"":[37.830446,55.756574],""type"":""Point""}";
4949;18.08.2020;1058872818;Восточный административный округ;район Преображенское;37.722037;55.802700;Знаменская улица, дом 38, корпус 1;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов;;;;;;;;;"{""coordinates"":[37.722037,55.8027],""type"":""Point""}";
4950;19.08.2020;1058872820;Восточный административный округ;район Соколиная Гора;37.734380;55.773839;10-я улица Соколиной Горы, дом 20;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов;;;;;;;;;"{""coordinates"":[37.73438,55.773839],""type"":""Point""}";
4951;19.08.2020;1058872821;Восточный административный округ;район Новокосино;37.875775;55.740649;Салтыковская улица, дом 33, корпус 2;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов;;;;;;;;;"{""coordinates"":[37.875775,55.740649],""type"":""Point""}";
4952;02.08.2020;1058872822;Зеленоградский административный округ;район Старое Крюково;37.184989;55.982346;город Зеленоград, корпус 908;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов;;;;;;;;;"{""coordinates"":[37.184989,55.982346],""type"":""Point""}";
4953;05.08.2020;1058872824;Северо-Восточный административный округ;район Марьина Роща;37.611437;55.799502;Октябрьская улица, дом 105;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов;;;;;;;;;"{""coordinates"":[37.611437,55.799502],""type"":""Point""}";
4954;06.08.2020;1058872825;Северо-Восточный административный округ;район Отрадное;37.587119;55.871592;Алтуфьевское шоссе, дом 40;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов;;;;;;;;;"{""coordinates"":[37.587119,55.871592],""type"":""Point""}";
4955;09.08.2020;1058872827;Северо-Восточный административный округ;район Южное Медведково;37.629430;55.878329;улица Молодцова, дом 23, корпус 1;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов;;;;;;;;;"{""coordinates"":[37.62943,55.878329],""type"":""Point""}";
4956;13.08.2020;1058872828;Северо-Восточный административный округ;Ярославский район;37.726790;55.877430;улица Ротерта, дом 10, корпус 2;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов;;;;;;;;;"{""coordinates"":[37.72679,55.87743],""type"":""Point""}";
4957;14.08.2020;1058872830;Северо-Восточный административный округ;район Северный;37.556936;55.920971;бульвар Академика Ландау, дом 5, корпус 2;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов;;;;;;;;;"{""coordinates"":[37.556936,55.920971],""type"":""Point""}";
4958;15.08.2020;1058872831;Зеленоградский административный округ;район Крюково;37.157159;55.988117;город Зеленоград, корпус 1471;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов;;;;;;;;;"{""coordinates"":[37.157159,55.988117],""type"":""Point""}";
4959;17.08.2020;1058872833;Северо-Восточный административный округ;район Отрадное;37.587119;55.871592;Алтуфьевское шоссе, дом 40;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов;;;;;;;;;"{""coordinates"":[37.587119,55.871592],""type"":""Point""}";
4960;20.08.2020;1058872834;Северо-Восточный административный округ;район Ростокино;37.667564;55.836838;Будайский проезд, дом 9;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов;;;;;;;;;"{""coordinates"":[37.667564,55.836838],""type"":""Point""}";
4961;20.08.2020;1058872836;Северо-Восточный административный округ;Алтуфьевский район;37.582143;55.874966;Путевой проезд, дом 6;Зафиксированы повышенные максимальные разовые концентрации отдельных загрязняющих веществ в атмосферном воздухе в контрольных точках со стороны автотрассы;;;;;;;;;"{""coordinates"":[37.582143,55.874966],""type"":""Point""}";
4962;07.08.2020;1058872837;Северный административный округ;район Восточное Дегунино;37.555598;55.882586;Дубнинская улица, дом 73, корпус 6;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов;;;;;;;;;"{""coordinates"":[37.555598,55.882586],""type"":""Point""}";
4963;08.08.2020;1058872839;Северный административный округ;район Западное Дегунино;37.505157;55.876975;Базовская улица, дом 15, корпус 1;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов;;;;;;;;;"{""coordinates"":[37.505157,55.876975],""type"":""Point""}";
4964;08.08.2020;1058872840;Северный административный округ;район Левобережный;37.462514;55.868395;Ленинградское шоссе, дом 124, корпус 1;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов;;;;;;;;;"{""coordinates"":[37.462514,55.868395],""type"":""Point""}";
4965;16.08.2020;1058872842;Северный административный округ;Молжаниновский район;37.346066;55.949511;Синявинская улица, дом 11, корпус 1;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов;;;;;;;;;"{""coordinates"":[37.346066,55.949511],""type"":""Point""}";
4966;16.08.2020;1058872844;Северный административный округ;район Западное Дегунино;37.505292;55.876157;Базовская улица, дом 15, корпус 15;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов;;;;;;;;;"{""coordinates"":[37.505292,55.876157],""type"":""Point""}";
4967;17.08.2020;1058872845;Северный административный округ;район Восточное Дегунино;37.555598;55.882586;Дубнинская улица, дом 73, корпус 6;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов;;;;;;;;;"{""coordinates"":[37.555598,55.882586],""type"":""Point""}";
4968;10.08.2020;1058872846;Юго-Западный административный округ;район Котловка;37.587856;55.667249;Нахимовский проспект, дом 27, корпус 4;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов;;;;;;;;;"{""coordinates"":[37.587856,55.667249],""type"":""Point""}";
4969;11.08.2020;1058872847;Юго-Западный административный округ;район Коньково;37.525325;55.641890;Профсоюзная улица, дом 104;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов;;;;;;;;;"{""coordinates"":[37.525325,55.64189],""type"":""Point""}";
4970;11.08.2020;1058872848;Юго-Западный административный округ;район Черёмушки;37.565515;55.653101;Севастопольский проспект, дом 48, корпус 2;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов;;;;;;;;;"{""coordinates"":[37.565515,55.653101],""type"":""Point""}";
4971;11.08.2020;1058872849;Южный административный округ;район Царицыно;37.671247;55.622512;Луганская улица, дом 9, строение 11;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов;;;;;;;;;"{""coordinates"":[37.671247,55.622512],""type"":""Point""}";
4972;11.08.2020;1058872850;Южный административный округ;район Нагатинский Затон;37.668333;55.678735;Судостроительная улица, дом 6;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов;;;;;;;;;"{""coordinates"":[37.668333,55.678735],""type"":""Point""}";
4973;11.08.2020;1058872851;Южный административный округ;район Нагатино-Садовники;37.643588;55.667198;Академика Миллионщикова улица, дом 18;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов;;;;;;;;;"{""coordinates"":[37.643588,55.667198],""type"":""Point""}";
4974;21.08.2020;1058872852;Южный административный округ;район Нагатино-Садовники;37.652625;55.681529;Нагатинская набережная, дом 16;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов;;;;;;;;;"{""coordinates"":[37.652625,55.681529],""type"":""Point""}";
4975;22.08.2020;1058872853;Южный административный округ;район Нагатино-Садовники;37.657332;55.676590;Нагатинская улица, дом 28, корпус 2;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов;;;;;;;;;"{""coordinates"":[37.657332,55.67659],""type"":""Point""}";
4976;03.08.2020;1058872854;Новомосковский административный округ;поселение Сосенское;37.453217;55.595293;деревня Николо-Хованское, дом 101;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов;;;;;;;;;"{""coordinates"":[37.453217,55.595293],""type"":""Point""}";
4977;11.08.2020;1058872855;Новомосковский административный округ;поселение Сосенское;37.453217;55.595293;деревня Николо-Хованское, дом 101;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов;;;;;;;;;"{""coordinates"":[37.453217,55.595293],""type"":""Point""}";
4978;17.08.2020;1058872856;Новомосковский административный округ;поселение Сосенское;37.453217;55.595293;деревня Николо-Хованское, дом 101;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов;;;;;;;;;"{""coordinates"":[37.453217,55.595293],""type"":""Point""}";
4979;25.08.2020;1058872857;Новомосковский административный округ;поселение Сосенское;37.453217;55.595293;деревня Николо-Хованское, дом 101;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов;;;;;;;;;"{""coordinates"":[37.453217,55.595293],""type"":""Point""}";
