ID;Date;global_id;AdmArea;District;Longitude_WGS84;Latitude_WGS84;Location;Results;ID_en;Date_en;AdmArea_en;District_en;Longitude_WGS84_en;Latitude_WGS84_en;Location_en;Results_en;geodata_center;geoarea
Код;Дата выезда;global_id;Административный округ;Район;Долгота в WGS-84;Широта в WGS-84;Описание местоположения контрольной точки;Результаты выезда;ID_en;Date_en;AdmArea_en;District_en;Longitude_WGS84_en;Latitude_WGS84_en;Location_en;Results_en;geodata_center;geoarea
2452;24.09.2018;904345385;Северный административный округ;район Аэропорт;37.534325;55.805169;Черняховского дом 9 корпус 2;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2453;26.09.2018;904345386;Северо-Восточный административный округ;район Марфино;37.597684;55.822240;Академика Королева, дом 28, корпус 1;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2454;04.09.2018;904345387;Западный административный округ;район Крылатское;37.432072;55.754336;Крылатская улица, дом 5;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2455;26.09.2018;904345389;Северо-Восточный административный округ;район Ростокино;37.656757;55.834158;Мира проспект, дом 188 А;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2456;26.09.2018;904345390;Северо-Восточный административный округ;Бабушкинский район;37.663395;55.876758;Олонецкий проезд, дом 18, корпус 1;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2458;29.09.2018;904345393;Северный административный округ;Головинский район;37.512999;55.860428;улица Флотская, дом 23, корпус 1;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2461;27.09.2018;904345394;Троицкий административный округ;поселение Краснопахорское;37.241816;55.390409;деревня Чириково, дом 33;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2462;27.09.2018;904345396;Троицкий административный округ;поселение Краснопахорское;37.326761;55.439364;деревня Раево, ЖК «Остров Эрин», улица Ирландская, дом 46;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2463;27.09.2018;904345397;Троицкий административный округ;поселение Новофедоровское;36.901453;55.477582;поселок Рассудово, улица Камышовая, дом 6;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2464;27.09.2018;904345398;Троицкий административный округ;поселение Новофедоровское;36.939653;55.454236;деревня Кузнецово, Центральная улица, дом 62;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2465;28.09.2018;904345400;Новомосковский административный округ;поселение Внуковское;37.262145;55.618695;Омская улица, дом 20;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2496;22.09.2018;904345401;Северо-Восточный административный округ;район Отрадное;37.587569;55.873440;Алтуфьевское шоссе, дом 42;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2497;26.09.2018;904345403;Северо-Восточный административный округ;район Северный;37.541979;55.927730;Дмитровское шоссе, дом 165 Е, корпус 10;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2498;29.09.2018;904345405;Северный административный округ;Бескудниковский район;37.562766;55.856043;Дмитровское шоссе, дом 64, корпус 2;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2499;29.09.2018;904345407;Северо-Восточный административный округ;Останкинский район;37.632152;55.808098;улица Годовикова, дом 14;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2512;10.09.2018;904345408;Зеленоградский административный округ;район Матушкино;37.210106;55.998227;город Зеленоград, корпус 406;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2513;20.09.2018;904345410;Новомосковский административный округ;поселение Рязановское;37.544755;55.466295;посёлок Знамя Октября, микрорайон «Родники», дом 10;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2514;20.09.2018;904345411;Центральный административный округ;Тверской район;37.595168;55.769408;Триумфальная площадь;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2515;22.09.2018;904345413;Центральный административный округ;Тверской район;37.622417;55.756830;Богоявленский переулок;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2516;21.09.2018;904345415;Центральный административный округ;Тверской район;37.621026;55.769713;Цветной бульвар;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2517;24.09.2018;904345417;Центральный административный округ;район Якиманка;37.608755;55.741610;Берсеневская набережная;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2518;26.09.2018;904345418;Центральный административный округ;Тверской район;37.606706;55.763939;Тверская улица;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2519;29.09.2018;904345420;Центральный административный округ;Таганский район;37.641407;55.746917;Котельническая набережная;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2521;30.09.2018;904345421;Центральный административный округ;район Хамовники;37.577705;55.743031;улица Плющиха;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2522;28.09.2018;904345424;Новомосковский административный округ;поселение Внуковское;37.304878;55.620662;улица Авиаконструктора Петлякова, дом 13;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2523;28.09.2018;904345425;Западный административный округ;район Внуково;37.262118;55.614160;Базовая улица, дом 2;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2524;28.09.2018;904345427;Западный административный округ;район Солнцево;37.401923;55.643978;улица Авиаторов, дом 20;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2525;28.09.2018;904345428;Западный административный округ;район Солнцево;37.420230;55.670671;3-й Дачно-Мещёрский проезд, дом 22;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2526;29.09.2018;904345430;Троицкий административный округ;поселение Краснопахорское;37.241072;55.390551;деревня Чириково, дом 33;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2535;25.09.2018;904345431;Восточный административный округ;район Ивановское;37.834758;55.781104;Челябинская улица, дом 27. корпус 2;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2536;25.09.2018;904345434;Восточный административный округ;район Северное Измайлово;37.785647;55.804734;5-я Парковая улица, дом 47, корпус 3;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2596;23.09.2018;904345435;Восточный административный округ;район Метрогородок;37.767097;55.825492;улица Николая Химушина, дом 23;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2365;02.09.2018;904345582;Северный административный округ;район Восточное Дегунино;37.550441;55.880228;улица 800-летия Москвы, дом 3, корпус 2;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2467;11.10.2018;904345903;Юго-Восточный административный округ;район Выхино-Жулебино;37.844864;55.703916;Лермонтовский проспект, дом 2, корпус 1;Зафиксированы повышенные максимальные разовые концентрации отдельных загрязняющих веществ в атмосферном воздухе в контрольных точках со стороны автотрассы.;;;;;;;;;;
2468;11.10.2018;904345904;Восточный административный округ;район Косино-Ухтомский;37.852464;55.705458;Каскадная улица, дом 1/1;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2469;02.10.2018;904345905;Юго-Восточный административный округ;район Некрасовка;37.924194;55.707253;Рождественская улица, дом 27, корпус 1;По отдельным веществам в атмосферном воздухе выявлены повышенные максимальные разовые концентрации загрязняющих веществ.;;;;;;;;;;
2470;05.10.2018;904345906;Юго-Восточный административный округ;район Люблино;37.791055;55.672839;Улица Маршала Кожедуба, дом 14;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2471;05.10.2018;904345907;Юго-Восточный административный округ;район Некрасовка;37.958645;55.692896;2-я Вольская улица, дом 52, строение 1;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2472;09.10.2018;904345909;Юго-Восточный административный округ;район Некрасовка;37.928542;55.682788;1-я Вольская улица, дом 24, корпус 1;По отдельным веществам в атмосферном воздухе выявлены повышенные максимальные разовые концентрации загрязняющих веществ.;;;;;;;;;;
2473;10.10.2018;904345910;Северо-Восточный административный округ;Ярославский район;37.694244;55.86544;Палехская улица, дом 7;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2474;09.10.2018;904345911;Восточный административный округ;район Новокосино;37.856524;55.731430;улица Николая Старостина, дом 13;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2475;12.10.2018;904345912;Северный административный округ;район Восточное Дегунино;37.551187;55.881242;Улица 800-летия Москвы, дом 5, корпус 3;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2476;11.10.2018;904345913;Северо-Западный административный округ;район Покровское-Стрешнево;37.448384;55.834714;улица Малая Набережная, дом 17/22;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2477;10.10.2018;904345914;Северо-Восточный административный округ;Алексеевский район;37.647414;55.815155;Кибальчича улица, дом 4/6;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2478;13.10.2018;904345916;Юго-Восточный административный округ;район Марьино;37.719145;55.647813;Новочеркасский бульвар, дом 3;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2480;15.10.2018;904345917;Северо-Западный административный округ;район Митино;37.353001;55.836221;улица Генерала Белобородова, дом 12;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2481;16.10.2018;904345918;Северо-Западный административный округ;район Южное Тушино;37.431720;55.840998;Цветочный проезд, дом 15;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2482;16.10.2018;904345919;Северо-Западный административный округ;район Южное Тушино;37.441583;55.838238;Новопоселковая улица, дом 3;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2483;12.10.2018;904345920;Восточный административный округ;район Гольяново;37.787219;55.821907;Черницынский проезд, дом 10, корпус 2;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2484;12.10.2018;904345921;Восточный административный округ;район Соколиная Гора;37.724966;55.774279;проспект Буденного, дом 17;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2485;13.10.2018;904345922;Юго-Западный административный округ;район Зюзино;37.595312;55.644669;Азовская улица, дом 39, корпус 1;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2486;13.10.2018;904345924;Юго-Западный административный округ;район Зюзино;37.578612;55.650434;Керченская улица, дом 24;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2487;13.10.2018;904345925;Юго-Западный административный округ;Академический район;37.579124;55.697960;проспект 60-летия Октября, дом 11;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2488;13.10.2018;904345926;Юго-Западный административный округ;район Южное Бутово;37.584640;55.548732;Варшавское шоссе, дом 194, корпус 1;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2489;13.10.2018;904345927;Юго-Западный административный округ;район Южное Бутово;37.575693;55.537791;2-я Мелитопольская улица, дом 7, корпус 1;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2490;14.10.2018;904345928;Юго-Западный административный округ;район Южное Бутово;37.587110;55.506943;Типографская улица, дом 24;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2491;16.10.2018;904345929;Южный административный округ;район Чертаново Южное;37.610619;55.580457;Дорожная улица, дом 56;По отдельным веществам в атмосферном воздухе выявлены повышенные максимальные разовые концентрации загрязняющих веществ.;;;;;;;;;;
2492;17.10.2018;904345931;Южный административный округ;район Бирюлёво Западное;37.653307;55.590251;Булатниковский проезд, дом 10, корпус 1;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2493;17.10.2018;904345932;Южный административный округ;район Бирюлёво Восточное;37.658338;55.606512;6-я радиальная улица, дом 5, корпус 1;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2494;17.10.2018;904345933;Южный административный округ;район Чертаново Южное;37.623358;55.606187;Дорожная улица, дом 16, корпус 2;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2495;16.10.2018;904345934;Южный административный округ;Даниловский район;37.644558;55.717416;1-й Павелецкий проезд, дом 1/42, корпус 2;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2500;01.10.2018;904345935;Южный административный округ;район Нагатинский Затон;37.690507;55.674484;Коломенская улица, дом 26, корпус 2;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2502;15.10.2018;904345936;Юго-Восточный административный округ;район Некрасовка;37.915094;55.705884;Рождественская улица, дом 21, корпус 4;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2503;19.10.2018;904345938;Восточный административный округ;район Гольяново;37.787219;55.821907;Черницынский проезд, дом 10, корпус 2;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2504;18.10.2018;904345939;Юго-Восточный административный округ;район Некрасовка;37.924194;55.707253;Рождественская улица, дом 27, корпус 1;По отдельным веществам в атмосферном воздухе выявлены повышенные максимальные разовые концентрации загрязняющих веществ.;;;;;;;;;;
2505;19.10.2018;904345940;Юго-Восточный административный округ;район Некрасовка;37.928542;55.682788;1-я Вольская улица, дом 24, корпус 1;По отдельным веществам в атмосферном воздухе выявлены повышенные максимальные разовые концентрации загрязняющих веществ.;;;;;;;;;;
2506;23.10.2018;904345942;Восточный административный округ;район Новогиреево;37.799275;55.742549;улица Перовская, дом 66, корпус 1;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2507;23.10.2018;904345943;Восточный административный округ;район Новокосино;37.853021;55.737755;Новокосинская улица, дом 15, корпус 2;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2508;23.10.2018;904345944;Восточный административный округ;район Косино-Ухтомский;37.887489;55.714359;Святоозерская улица, дом 3;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2510;23.10.2018;904345945;Юго-Восточный административный округ;Рязанский район;37.771957;55.727841;Шатурская улица, дом 39;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2511;24.10.2018;904345947;Юго-Восточный административный округ;район Выхино-Жулебино;37.816486;55.702358;Ташкентская улица, дом 17, корпус 3;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2520;22.10.2018;904345948;Восточный административный округ;район Преображенское;37.710207;55.785564;улица Малая Семеновская, дом 9, строение 4;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2527;20.10.2018;904345949;Юго-Восточный административный округ;район Лефортово;37.688539;55.757399;Танковый проезд, дом 3;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2528;21.10.2018;904345950;Южный административный округ;район Бирюлёво Восточное;37.660611;55.598848;Бирюлёвская улица, дом 12, корпус 1;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2530;29.10.2018;904345951;Юго-Западный административный округ;Академический район;37.582682;55.691618;улица Гримау, дом 3, корпус 1;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2531;24.10.2018;904345952;Юго-Восточный административный округ;район Люблино;37.763504;55.670392;Белореченская улица, дом 12;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2533;25.10.2018;904345954;Юго-Восточный административный округ;район Марьино;37.765525;55.654635;Братиславская улица, дом 27, корпус 1;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2534;29.10.2018;904345955;Юго-Восточный административный округ;район Некрасовка;37.915094;55.705884;Рождественская улица, дом 21, корпус 4;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2537;30.10.2018;904345956;Северо-Восточный административный округ;Останкинский район;37.629601;55.823970;1-я Останкинская улица, дом 41/9;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2538;30.10.2018;904345957;Юго-Восточный административный округ;Южнопортовый район;37.677238;55.725245;улица Мельникова, дом 3, корпус 6;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2539;30.10.2018;904345958;Юго-Восточный административный округ;район Кузьминки;37.779395;55.699111;улица Юных Ленинцев, дом 97, корпус 2;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2597;03.10.2018;904345960;Северо-Западный административный округ;район Куркино;37.389607;55.893854;Родионовская улица, дом 12;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2598;16.10.2018;904345961;Северо-Западный административный округ;район Покровское-Стрешнево;37.448393;55.831423;Вишневая улица, дом 10;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2599;19.10.2018;904345962;Восточный административный округ;район Соколиная Гора;37.741172;55.791056;Лечебная улица, дом 17;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2600;20.10.2018;904345963;Восточный административный округ;район Вешняки;37.802850;55.722522;улица Красный Казанец, дом 1, корпус 1;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2601;01.10.2018;904345964;Юго-Восточный административный округ;район Некрасовка;37.915094;55.705884;Рождественская улица, дом 21, корпус 4;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2602;19.10.2018;904345966;Южный административный округ;район Бирюлёво Западное;37.640282;55.586807;Востряковский проезд, дом 1, корпус 1;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2613;01.10.2018;904345967;Зеленоградский административный округ;район Савёлки;37.256566;55.990403;город Зеленоград, корпус 530;По отдельным веществам в атмосферном воздухе выявлены повышенные максимальные разовые концентрации загрязняющих веществ.;;;;;;;;;;
2618;29.10.2018;904345968;Западный административный округ;район Раменки;37.534972;55.728408;улица Пудовкина, дом 6, корпус 3;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2619;02.10.2018;904345969;Зеленоградский административный округ;район Старое Крюково;37.180524;55.978186;город Зеленоград, корпус 840;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2620;02.10.2018;904345970;Южный административный округ;Даниловский район;37.608167;55.715008;улица Шаболовка, дом 59, корпус 1;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2621;05.10.2018;904345971;Центральный административный округ;район Хамовники;37.585395;55.734704;улица Льва Толстого, дом 23, строение 5;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2622;07.10.2018;904345972;Западный административный округ;район Дорогомилово;37.563224;55.745549;Большая Дорогомиловская улица, дом 1;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2623;18.10.2018;904345974;Западный административный округ;район Очаково-Матвеевское;37.457591;55.694261;Очаковское шоссе, дом 9;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
2624;21.10.2018;904345975;Новомосковский административный округ;поселение Марушкинское;37.241282;55.599171;деревня Марушкино, СНТ «Заря»;Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.;;;;;;;;;;
